id,v_21,v_32,v_15,v_4,v_1,v_8,v_12,v_25,v_20,v_18,v_3,v_11,v_14,v_26,v_27,v_30,v_9,v_31,v_28,v_13,v_33,v_17,v_19,v_29,v_23,v_24,v_10,v_5,v_6,v_22,v_0,v_7,v_2,v_16,v_34,v_35,v_36,v_37,v_38,v_39,v_40,label
2730,3,6,10,102,1,1,16,1,6,103,104,0,0,0,1,1,0,28,0,14,29,49,24,18.857142857142858,3,15,25,40,13,25.4,12,8.9,1.4,3.51,5,93,49,11,18,57,0,2
2731,3,6,10,100,1,1,16,110,278,30,79,0,0,0,1,0,1,27,0,14,29,47,24,21.0,3,15,25,37,14,26.333333333333336,12,8.9,1.4,3.51,1,97,47,0,45,76,1,1
2732,3,6,14,102,1,1,16,110,168,23,70,1,0,0,1,0,0,27,0,14,29,50,23,17.6,3,15,25,43,13,25.2,12,13.9,-0.3,0.79,9,46,44,19,53,34,4,1
2733,3,89,11,102,1,1,16,1,168,103,87,1,0,0,1,0,1,26,0,14,29,47,24,18.833333333333336,3,15,25,38,14,25.333333333333336,12,13.9,-0.3,0.79,5,77,18,29,38,10,0,1
2734,3,89,11,155,1,1,16,110,168,103,45,1,0,0,1,0,1,26,0,14,29,47,24,19.666666666666664,3,15,25,37,14,27.0,12,8.9,1.4,3.51,6,21,27,30,27,43,5,1
2735,3,143,10,59,1,1,16,110,251,103,31,0,0,1,1,1,0,33,0,14,28,46,18,6.0,3,17,25,38,10,27.0,12,13.9,-0.3,0.79,4,38,47,14,48,17,2,0
2736,33,147,10,100,1,1,16,181,251,103,87,0,0,1,1,0,0,42,0,14,29,54,22,17.25,3,15,25,39,12,26.75,12,13.9,-0.3,0.79,9,0,38,3,13,46,2,1
2737,3,116,10,54,1,1,16,181,251,103,104,0,0,1,1,1,1,53,0,14,29,47,24,19.5,3,15,25,37,8,13.0,12,16.2,0.3,-0.92,5,60,41,33,23,58,5,0
2738,3,6,10,54,1,1,16,1,6,7,13,1,0,0,1,0,0,28,0,14,29,47,24,18.833333333333336,3,15,25,41,14,24.166666666666664,12,12.4,0.5,1.79,4,36,26,39,34,53,5,1
2739,3,6,10,100,1,1,16,1,6,12,31,0,0,0,1,1,0,28,0,14,29,50,23,17.0,3,15,25,40,13,25.166666666666664,12,11.1,0.6,2.02,6,79,21,29,27,27,2,1
2740,3,157,10,55,1,14,16,183,251,23,104,0,0,1,0,0,0,28,0,15,29,54,22,19.0,3,16,25,42,13,25.0,12,16.2,0.3,-0.92,9,73,25,27,14,44,5,0
2741,3,6,10,102,1,1,16,5,168,12,79,1,0,0,1,0,0,26,0,14,29,47,24,21.5,3,15,25,37,14,29.0,12,12.4,0.5,1.79,3,44,49,40,20,72,2,1
2742,3,6,10,148,1,1,16,181,251,30,87,1,0,0,1,0,0,31,0,14,28,48,21,17.333333333333336,3,15,24,36,12,24.25,12,7.6,2.6,0.32,7,25,36,32,15,44,2,0
2743,3,116,10,59,1,1,16,110,251,103,87,0,0,0,1,1,1,32,0,14,28,49,23,17.833333333333336,3,15,24,39,12,27.0,12,12.7,3.7,-1.7,7,16,18,37,51,29,5,2
2744,3,97,12,155,6,4,24,9,6,103,92,5,9,6,6,0,6,30,2,18,31,50,33,26.428571428571427,10,16,28,43,22,27.75,12,20.5,6.8,-4.06,10,27,44,35,30,22,11,1
2745,3,50,10,121,1,3,16,1,6,38,104,1,0,0,0,1,0,31,0,14,30,41,18,6.0,3,15,27,31,8,13.0,12,12.7,3.7,-1.7,2,11,22,20,24,75,2,0
2746,11,15,14,19,10,5,24,185,281,108,96,10,6,3,8,5,6,27,9,15,24,43,21,9.0,7,15,19,38,11,16.0,14,14.6,10.6,1.32,10,24,44,19,53,43,9,0
2747,11,93,20,67,4,9,21,117,173,39,46,5,5,5,3,1,1,34,8,15,31,59,27,10.0,3,16,27,45,13,20.0,13,12.4,0.19999999999999996,-0.1200000000000001,7,25,51,27,19,16,4,2
2748,9,92,14,103,2,1,24,119,173,30,50,2,7,10,7,2,9,36,3,20,31,54,30,24.166666666666664,7,24,33,45,15,29.666666666666664,20,25.2,3.3,1.08,16,82,36,3,40,68,9,0
2749,4,147,10,167,0,1,16,183,251,30,45,0,0,0,1,0,0,36,0,20,33,56,24,16.666666666666664,3,20,29,48,17,24.333333333333336,13,7.6,2.6,0.32,0,40,30,35,26,5,3,2
2750,3,6,10,17,1,1,16,1,278,23,44,1,0,0,1,1,0,27,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,15.5,2.8,-4.06,6,47,11,22,32,69,3,1
2751,4,116,10,167,0,1,16,110,251,103,44,0,0,0,0,1,0,36,0,14,28,46,18,6.0,3,15,24,37,8,13.0,12,12.4,0.5,1.79,3,46,1,16,20,34,2,0
2752,3,6,10,121,1,1,16,110,278,30,70,0,0,0,1,0,0,26,0,14,31,51,26,18.86,5,15,27,41,16,25.86,14,9.4,-0.8,-3.12,0,79,38,35,57,56,3,1
2753,7,13,17,64,1,10,20,191,175,35,39,6,2,7,5,1,0,34,6,15,29,52,20,10.0,3,21,24,47,8,17.0,12,16.4,-0.8,-1.12,8,57,22,17,12,59,7,0
2754,33,114,10,54,1,2,16,165,242,3,5,0,0,0,1,0,0,61,0,29,41,59,35,19.17647058823529,3,28,37,49,24,26.0,12,7.6,2.6,0.32,1,16,1,28,53,47,4,0
2755,3,147,10,100,1,1,16,1,6,12,13,1,0,1,0,0,0,30,0,20,33,57,24,17.833333333333336,3,17,26,39,10,26.0,12,16.2,0.3,-0.92,5,88,8,3,30,34,5,0
2756,3,6,15,121,1,1,16,1,6,23,44,1,0,0,1,0,1,26,0,14,31,49,26,19.42375,3,15,27,39,16,26.42375,12,9.4,-0.8,-3.12,9,14,38,14,38,22,4,1
2757,5,13,18,164,3,7,17,6,63,24,20,5,1,2,8,4,5,26,4,17,37,54,26,21.166666666666664,9,24,28,40,22,34.833333333333336,13,9.4,-0.8,2.88,9,40,20,37,49,47,6,1
2758,3,89,10,100,1,1,16,183,168,263,305,1,0,0,1,0,1,26,0,14,29,49,24,18.833333333333336,3,15,25,37,14,25.166666666666664,12,8.9,1.4,3.51,2,3,31,30,20,42,3,1
2759,3,147,10,167,0,1,16,181,251,103,87,1,0,0,1,1,0,33,0,28,38,57,33,16.8,3,28,33,45,22,24.357142857142858,12,9.4,-0.8,-3.12,6,25,11,20,20,29,4,1
2760,3,157,10,167,0,14,16,181,251,103,87,0,0,0,1,0,0,34,0,14,28,46,23,18.0,3,15,24,38,13,24.4,12,12.7,3.7,-1.7,6,63,41,21,28,7,5,1
2761,3,6,10,148,1,1,16,1,168,38,44,1,0,0,1,1,0,28,0,14,29,51,24,18.714285714285715,3,15,25,39,12,26.0,12,12.4,0.5,1.79,4,47,39,10,16,0,1,2
2762,3,116,10,121,1,1,16,110,251,103,87,0,0,0,1,0,1,33,0,14,31,49,25,18.042857142857144,3,15,27,39,15,25.042857142857144,12,12.7,3.7,-1.7,4,92,6,1,48,45,5,1
2763,3,89,10,148,1,1,16,1,6,23,39,1,0,0,1,1,0,28,0,14,29,50,24,20.666666666666664,3,15,25,38,14,26.857142857142858,12,8.9,1.4,3.51,2,9,40,16,49,60,4,1
2764,3,6,10,17,1,1,16,21,60,12,31,0,0,0,1,0,0,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,13.9,-0.3,0.79,5,11,30,35,30,13,1,1
2765,3,89,10,96,1,1,16,183,168,36,104,1,0,0,1,0,0,28,0,14,28,49,23,18.333333333333336,3,15,24,38,13,25.2,12,15.5,2.8,-4.06,4,20,9,19,39,26,5,1
2766,3,89,10,59,1,1,16,1,60,23,17,0,0,0,1,1,0,26,0,14,28,51,19,16.0,3,15,24,38,8,13.0,12,9.4,-0.8,-3.12,1,84,7,35,57,5,2,0
2767,3,89,10,102,1,1,16,1,6,23,39,1,0,0,1,1,0,29,0,14,29,52,24,17.166666666666664,3,15,25,45,11,27.666666666666664,12,7.6,2.6,0.32,3,24,3,3,34,27,3,2
2768,3,8,10,149,7,6,18,190,172,31,47,0,6,8,6,5,5,34,3,23,34,51,26,26.625,10,16,29,43,14,33.5,14,12.1,1.6,3.02,5,72,50,39,32,82,0,2
2769,3,6,13,121,1,1,16,1,251,23,79,1,0,0,1,0,0,26,0,14,30,48,24,19.45,3,15,26,38,14,26.45,12,7.6,2.6,0.32,8,34,30,8,18,65,0,1
2770,3,116,10,167,0,1,16,181,251,103,87,0,0,0,1,0,0,37,0,14,28,41,18,6.0,3,15,24,31,8,13.0,12,16.2,0.3,-0.92,1,3,15,11,3,28,2,0
2771,3,95,14,97,4,3,21,192,252,37,75,1,0,4,9,4,4,33,5,19,31,53,26,21.714285714285715,7,18,32,44,16,33.0,16,20.9,8.7,6.79,8,23,12,10,13,54,4,1
2772,4,116,10,20,0,12,16,165,242,3,5,0,0,0,1,1,0,46,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,9.4,-0.8,-3.12,8,80,29,11,17,29,5,0
2773,3,89,10,158,1,1,16,5,60,182,189,0,0,0,1,0,0,28,0,14,30,50,24,17.833333333333336,3,15,26,38,14,27.333333333333336,12,11.1,0.6,2.02,7,58,23,36,21,16,4,2
2774,8,11,19,157,9,4,24,183,286,111,94,2,2,4,3,10,3,35,1,23,38,59,23,26.25,4,22,30,52,21,26.8,15,7.6,4.6,9.32,7,12,3,26,15,67,3,1
2775,12,15,16,157,1,3,16,114,171,110,72,2,7,9,8,7,0,26,3,14,33,52,27,27.833333333333336,11,18,34,43,16,32.833333333333336,21,17.4,7.5,2.79,5,69,22,37,57,51,9,1
2776,3,6,10,17,1,1,16,110,251,103,70,1,0,0,1,0,1,29,0,29,40,59,35,19.388888888888893,3,30,36,49,25,27.888888888888893,12,11.1,0.6,2.02,9,50,41,10,6,26,1,1
2777,3,116,10,148,1,12,16,1,6,23,70,0,0,1,0,0,0,33,0,14,28,46,23,17.2,3,15,24,36,13,25.6,12,9.4,-0.8,-3.12,4,43,9,25,27,37,4,0
2778,3,6,10,76,1,1,16,27,123,23,44,0,0,0,1,1,0,29,0,14,28,49,21,20.0,3,15,24,36,13,25.8,12,7.6,2.6,0.32,9,72,23,12,44,76,0,1
2779,3,116,10,158,1,12,16,110,66,103,39,1,0,0,1,0,0,37,0,14,30,55,18,6.0,3,15,25,37,8,13.0,12,11.1,0.6,2.02,6,12,33,25,50,17,5,0
2780,3,147,10,121,1,1,16,183,168,30,79,0,0,0,1,0,1,27,0,14,30,50,24,19.0,3,15,27,42,16,26.927272727272726,12,16.2,0.3,-0.92,6,94,13,34,8,45,2,1
2781,3,6,10,17,1,1,16,5,278,11,104,1,0,0,1,0,0,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,13.9,-0.3,0.79,8,36,48,39,7,41,4,1
2782,4,6,20,110,7,1,16,1,287,11,80,9,5,3,10,10,4,36,8,23,33,54,29,24.714285714285715,11,23,27,37,19,34.5,20,8.9,6.4,3.51,3,67,35,20,57,18,6,1
2783,3,89,13,54,1,1,16,1,6,103,104,1,0,1,0,1,0,27,0,14,29,47,24,18.666666666666664,3,15,25,39,13,24.8,12,11.1,0.6,2.02,7,17,24,0,4,70,4,0
2784,3,6,15,121,1,1,16,1,6,23,87,1,0,0,1,0,1,26,0,14,31,49,25,20.0,3,15,27,39,15,27.0,12,12.7,3.7,-1.7,6,62,19,9,20,28,1,1
2785,3,116,10,20,0,14,16,110,251,103,79,0,0,1,0,0,0,34,0,14,29,54,22,18.0,3,15,25,38,13,26.2,12,16.2,0.3,-0.92,0,76,34,2,46,15,2,0
2786,3,6,10,148,1,1,16,1,278,12,87,0,0,1,0,0,1,27,0,14,29,48,23,18.0,3,15,25,40,12,25.5,12,12.4,0.5,1.79,6,81,37,10,26,73,1,0
2787,7,12,22,56,7,7,16,183,260,103,89,1,9,9,8,0,3,33,0,20,33,51,32,28.6,4,19,24,38,16,32.6,21,17.8,9.4,9.74,0,43,14,16,58,12,10,1
2788,3,167,10,54,1,16,16,218,168,12,44,1,0,0,0,0,1,30,0,14,29,49,24,17.0,3,15,25,41,12,25.0,12,8.9,1.4,3.51,8,87,42,19,11,26,3,2
2789,3,6,11,100,1,1,16,110,6,103,79,1,0,1,0,0,0,26,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,11.1,0.6,2.02,8,58,49,13,11,60,4,0
2790,3,6,10,102,1,1,16,1,168,36,45,1,0,0,1,1,0,29,0,14,29,50,24,18.0,3,15,25,39,13,24.6,12,13.9,-0.3,0.79,4,42,50,12,52,59,5,1
2791,3,6,10,76,1,1,16,5,60,11,17,1,0,0,1,0,0,26,0,14,29,49,24,18.0,3,15,25,39,13,27.8,12,12.4,0.5,1.79,7,53,13,35,58,30,1,1
2792,3,6,10,155,1,1,16,183,251,103,44,1,0,0,1,0,1,32,0,14,29,48,24,19.666666666666664,3,15,25,37,14,25.833333333333336,12,10.8,1.4,1.74,7,28,49,24,27,60,2,1
2793,3,6,10,121,1,1,16,183,251,103,87,0,0,0,1,1,1,26,0,14,31,49,26,21.3,3,15,27,39,16,28.3,12,9.4,-0.8,-3.12,8,16,21,38,11,36,5,1
2794,3,167,10,52,1,16,16,1,168,103,70,0,0,1,1,0,1,32,0,21,35,54,30,18.846153846153847,3,20,30,44,19,25.636363636363633,12,8.9,1.4,3.51,7,38,45,17,32,15,3,1
2795,6,6,10,20,2,4,21,11,11,30,42,2,2,3,7,2,9,32,2,20,26,50,21,15.0,12,15,20,36,17,13.0,20,17.4,6.5,2.79,2,34,12,42,65,20,10,1
2796,3,116,10,102,1,1,16,110,6,23,13,0,0,1,1,0,0,33,0,14,29,47,18,6.0,3,15,25,37,8,13.0,12,15.5,2.8,-4.06,3,54,22,29,31,5,5,0
2797,3,6,10,17,1,1,16,5,33,11,17,1,0,0,1,1,0,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,7.6,2.6,0.32,6,6,13,27,35,59,3,2
2798,5,92,20,157,5,4,21,6,156,23,46,4,2,5,4,6,2,30,0,18,35,57,23,24.4,10,18,29,36,12,31.25,15,10.4,8.2,-0.1200000000000001,10,25,38,37,1,60,3,1
2799,12,93,16,65,4,8,16,111,13,104,106,1,0,4,1,5,10,28,8,19,29,56,24,24.2,3,21,25,39,20,27.6,19,17.9,2.4,5.51,9,45,22,34,10,23,12,2
2800,3,89,13,59,1,1,16,110,168,30,44,1,0,1,0,1,0,26,0,14,28,53,18,6.0,3,15,24,39,8,13.0,12,9.4,-0.8,-3.12,0,23,46,22,12,14,2,2
2801,3,6,10,54,1,1,16,5,60,3,13,1,0,0,1,1,0,31,0,14,29,50,22,17.25,4,15,25,41,8,13.0,16,7.6,2.6,0.32,4,38,10,37,30,29,1,0
2802,4,6,10,20,0,1,16,1,251,23,70,1,0,0,1,0,0,32,0,14,29,50,23,19.0,3,15,25,37,14,27.166666666666664,12,9.4,-0.8,-3.12,6,19,9,40,35,65,3,1
2803,5,157,18,61,4,18,17,10,15,29,39,1,4,9,10,8,3,36,8,19,34,61,30,22.333333333333336,13,18,32,43,22,28.4,13,15.4,-0.8,-3.12,6,75,24,18,29,30,10,1
2804,12,11,12,154,8,3,23,188,256,5,9,10,6,5,8,1,0,31,4,23,30,48,24,24.0,11,23,28,44,15,29.25,19,7.6,8.6,9.32,6,43,46,27,15,61,11,1
2805,3,89,13,55,1,1,16,181,6,12,87,0,0,0,1,0,0,28,0,14,29,50,24,19.166666666666664,3,15,25,39,12,27.0,12,13.9,-0.3,0.79,0,14,12,23,16,31,2,2
2806,6,13,11,130,10,3,16,111,256,12,85,9,5,4,9,0,5,26,4,19,37,60,29,20.668,12,16,34,42,21,27.63375,17,17.5,8.8,-3.0599999999999996,10,85,13,4,36,34,10,1
2807,5,7,19,164,4,2,23,5,287,107,49,8,1,6,8,4,8,31,8,19,30,51,27,10.0,4,20,29,36,10,17.0,18,18.1,2.6,8.02,11,69,25,20,31,61,6,0
2808,10,123,18,108,7,17,23,7,37,24,54,6,9,8,1,7,5,39,0,19,37,56,33,27.166666666666664,6,23,25,48,22,32.0,13,11.4,4.2,0.8799999999999999,4,98,56,29,30,16,13,2
2809,3,6,10,148,1,1,16,181,251,3,5,1,0,0,1,0,0,29,0,14,28,49,21,19.0,3,15,24,38,12,24.5,13,7.6,2.6,0.32,0,61,38,27,1,45,4,1
2810,6,59,16,128,8,9,24,113,65,26,21,7,6,8,8,7,1,42,8,21,35,56,27,22.25,7,21,35,47,19,31.25,19,16.7,11.7,5.3,12,63,44,31,38,84,5,0
2811,3,121,18,60,8,10,22,1,286,126,135,4,0,9,8,10,7,40,2,20,31,44,25,10.0,6,15,26,39,11,22.0,21,13.8,9.4,5.74,14,97,12,36,50,82,4,0
2812,3,6,14,102,1,1,16,181,251,103,70,1,0,0,1,0,1,26,0,14,29,51,24,17.666666666666664,3,15,25,41,12,25.25,12,9.4,-0.8,-3.12,0,100,27,15,8,34,5,1
2813,7,123,18,85,7,22,18,3,60,31,18,0,1,7,8,3,6,42,4,16,29,56,24,6.0,6,24,28,40,10,25.0,16,19.2,1.3,6.08,7,13,13,12,19,67,2,0
2814,3,6,10,100,1,1,16,181,251,103,87,0,0,0,1,0,0,26,0,14,29,47,24,19.0,3,15,25,37,14,25.833333333333336,12,10.8,1.4,1.74,9,36,31,6,50,71,4,1
2815,3,147,10,96,1,1,16,5,168,103,87,0,0,0,1,0,0,29,0,17,33,59,24,17.166666666666664,5,19,29,47,15,23.57142857142857,12,7.6,2.6,0.32,7,58,23,5,16,78,3,2
2816,3,147,10,155,1,1,16,1,251,12,5,0,0,1,1,0,0,28,0,14,29,48,24,19.333333333333336,3,15,25,39,14,25.666666666666664,12,12.4,0.5,1.79,1,56,9,32,4,61,4,1
2817,3,6,12,59,1,1,16,1,6,12,44,0,0,0,1,1,1,27,0,14,28,51,23,17.8,3,15,24,43,11,24.5,12,11.1,0.6,2.02,5,42,39,31,49,54,2,2
2818,3,6,11,102,1,1,16,181,251,103,87,1,0,0,1,0,1,26,0,14,29,49,24,16.57142857142857,3,15,25,40,13,24.4,12,16.2,0.3,-0.92,4,65,9,11,24,50,1,1
2819,3,6,10,158,1,1,16,183,278,103,87,0,0,1,0,0,0,27,0,14,30,52,22,18.0,3,15,26,40,14,24.833333333333336,12,16.2,0.3,-0.92,8,22,18,32,31,33,1,0
2820,3,6,10,96,1,1,16,181,278,103,79,1,0,0,1,0,0,26,0,14,28,51,22,18.0,3,15,24,40,12,25.8,12,13.9,-0.3,0.79,9,83,3,6,17,27,3,1
2821,3,6,12,17,1,1,16,1,6,12,31,1,0,0,1,0,0,28,0,20,35,53,30,19.25,3,19,30,45,19,27.333333333333336,12,8.9,1.4,3.51,7,53,47,37,34,76,5,1
2822,10,124,14,170,9,16,23,111,299,38,40,7,4,7,0,6,3,46,3,18,31,51,25,12.0,11,19,26,42,14,22.0,17,22.2,0.3,4.08,6,17,31,18,54,29,5,0
2823,3,147,14,100,1,1,94,181,168,103,70,1,0,1,0,0,0,30,1,19,34,57,27,16.888888888888893,3,17,29,51,12,24.25,13,9.4,-0.8,-3.12,6,50,43,3,17,64,0,1
2824,3,6,10,96,1,1,16,181,278,103,87,0,0,0,1,0,1,27,0,14,28,48,23,18.2,3,15,24,37,13,24.2,12,11.1,0.6,2.02,1,75,15,39,32,50,4,1
2825,3,116,10,167,0,7,16,181,242,121,131,1,0,0,1,0,0,47,0,14,28,50,18,6.0,3,15,24,36,10,25.5,12,7.6,2.6,0.32,3,97,25,8,6,68,4,0
2826,3,6,10,121,1,1,16,1,168,103,87,0,0,0,1,0,1,28,0,14,30,55,18,6.0,3,15,26,46,8,13.0,12,11.1,0.6,2.02,0,42,44,13,32,9,5,2
2827,3,6,13,121,1,1,16,1,137,12,104,1,0,0,1,0,0,26,0,14,30,49,25,19.134999999999998,3,15,27,40,16,26.244444444444444,12,12.4,0.5,1.79,8,68,39,16,33,26,3,1
2828,4,116,10,167,0,1,16,181,168,103,87,0,0,1,0,1,0,37,0,14,28,48,22,17.25,3,15,24,39,12,24.8,12,10.8,1.4,1.74,1,12,21,37,8,67,2,0
2829,3,6,11,55,1,1,16,1,168,23,104,1,0,0,1,0,1,27,0,14,28,51,21,18.666666666666664,4,15,24,38,11,26.0,12,12.7,3.7,-1.7,1,47,28,37,14,18,0,1
2830,3,116,11,146,1,1,16,181,251,103,87,1,0,0,1,0,0,33,0,14,30,52,25,17.857142857142858,3,15,27,52,13,24.7,12,12.4,0.5,1.79,7,67,3,3,0,52,5,2
2831,3,116,10,59,1,1,16,5,60,23,39,1,0,0,1,1,0,35,0,14,28,51,19,20.0,3,15,24,31,8,13.0,12,8.9,1.4,3.51,0,82,7,11,11,46,1,0
2832,3,6,12,121,1,1,41,3,60,30,17,1,0,0,1,0,0,27,1,14,30,50,23,18.32,3,15,26,40,13,24.9,12,12.4,0.5,1.79,4,36,50,19,33,33,2,2
2833,3,89,12,155,1,1,16,1,168,30,70,0,0,0,1,0,0,26,0,14,29,47,24,19.5,3,15,25,37,14,26.333333333333336,12,12.4,0.5,1.79,9,69,23,30,28,55,2,2
2834,3,89,10,96,1,1,16,181,251,103,70,1,0,0,1,0,0,28,0,14,28,50,19,16.0,3,15,24,41,9,24.0,12,7.6,2.6,0.32,0,9,4,11,36,15,1,0
2835,11,155,11,128,9,7,23,116,174,41,79,1,7,0,3,5,9,36,2,20,36,50,24,24.25,4,21,27,49,25,28.063636363636363,16,17.2,2.3,0.07999999999999996,7,98,14,14,53,41,7,1
2836,3,6,10,155,1,1,16,1,168,23,79,1,0,0,1,0,0,27,0,14,29,48,23,20.2,3,15,25,38,14,27.571428571428573,12,15.5,2.8,-4.06,5,100,6,10,52,76,2,1
2837,3,89,12,59,1,1,16,5,6,12,31,1,0,0,0,1,0,26,0,14,28,49,23,18.5,3,15,24,38,13,26.571428571428573,12,12.4,0.5,1.79,2,24,23,40,44,6,5,0
2838,3,6,12,121,1,1,16,183,278,103,87,1,0,0,1,0,0,27,0,14,31,49,25,17.98857142857143,3,15,27,39,15,24.98857142857143,12,10.8,1.4,1.74,7,88,26,17,30,10,1,1
2839,11,167,17,22,8,18,18,190,257,105,92,3,1,8,9,3,3,57,3,28,41,64,29,22.9,5,24,34,49,18,27.8,15,15.1,4.6,8.02,6,6,48,29,60,71,11,2
2840,3,116,10,52,1,12,16,110,251,7,13,0,0,1,1,1,0,32,0,14,29,51,24,20.888888888888893,3,15,25,42,14,26.727272727272727,12,16.2,0.3,-0.92,2,94,11,4,33,65,0,2
2841,3,92,11,96,1,1,16,110,278,103,70,1,0,0,1,0,1,26,0,14,28,49,23,19.75,3,15,24,37,13,25.166666666666664,12,13.9,-0.3,0.79,2,56,38,11,39,12,3,1
2842,3,147,11,100,1,1,16,183,278,30,44,0,0,0,1,0,1,27,0,14,29,49,24,17.428571428571427,3,15,25,42,13,24.2,12,10.8,1.4,1.74,8,16,14,15,48,55,0,1
2843,3,9,15,23,3,9,23,190,9,32,21,5,5,3,1,4,1,36,8,23,26,47,20,6.0,5,17,21,38,13,20.0,17,17.9,3.7,3.79,12,18,41,15,9,61,5,0
2844,3,89,10,148,1,1,16,110,251,30,44,1,0,0,1,1,1,27,0,14,29,48,22,19.75,3,15,25,41,14,24.555555555555557,12,10.8,1.4,1.74,9,69,21,5,12,57,4,1
2845,3,72,11,100,1,1,16,183,251,12,44,1,0,0,1,0,1,27,0,14,29,55,21,18.666666666666664,3,15,25,38,14,24.0,12,9.4,-0.8,-3.12,1,28,10,37,42,50,2,1
2846,3,157,10,52,1,14,16,110,6,7,13,0,0,0,1,1,0,30,0,14,29,53,21,19.333333333333336,3,15,25,43,11,25.75,12,15.5,2.8,-4.06,9,67,1,12,15,25,5,2
2847,3,6,10,96,1,1,16,110,168,103,87,1,0,0,0,0,1,27,0,14,28,48,21,16.666666666666664,3,15,24,41,11,25.285714285714285,12,10.8,1.4,1.74,5,93,2,2,54,29,4,0
2848,3,6,10,55,1,1,16,1,278,23,70,0,0,0,1,0,0,27,0,14,28,47,23,18.4,3,15,24,37,13,26.4,12,7.6,2.6,0.32,1,51,20,33,9,42,1,1
2849,3,89,15,102,1,1,16,1,168,23,44,1,0,0,1,1,0,27,0,14,29,54,23,16.8,3,15,25,43,11,23.0,12,9.4,-0.8,-3.12,7,54,7,39,20,44,3,2
2850,6,7,19,21,4,2,17,110,259,107,89,2,4,5,6,10,4,29,0,19,26,43,19,8.0,8,21,25,31,8,20.0,13,12.8,8.4,10.74,10,55,16,41,13,14,5,1
2851,3,69,10,17,1,1,114,1,6,11,87,0,0,0,1,1,0,29,1,20,35,53,30,21.083333333333336,3,19,30,46,19,26.083333333333336,12,8.9,1.4,3.51,3,93,50,34,14,39,5,2
2852,11,14,15,83,7,10,17,10,176,13,87,8,1,1,0,1,1,27,8,19,33,42,27,15.0,3,21,27,31,13,13.0,18,12.1,7.6,3.02,7,13,15,29,12,68,11,0
2853,3,6,11,155,1,1,16,1,168,23,44,1,0,0,1,0,0,26,0,14,28,48,20,16.0,3,15,20,32,8,13.0,12,12.7,3.7,-1.7,1,19,5,7,56,50,0,0
2854,3,92,15,121,1,1,16,1,6,12,45,1,0,0,1,0,0,26,0,14,31,52,25,18.771428571428572,3,15,27,42,15,25.771428571428572,12,12.7,3.7,-1.7,6,70,7,14,35,0,3,1
2855,3,6,11,55,1,1,16,181,168,103,79,0,0,0,1,0,0,28,0,14,28,48,22,17.75,3,15,24,40,10,23.5,12,7.6,2.6,0.32,4,14,7,13,29,51,1,2
2856,3,157,10,52,1,14,16,1,60,103,45,0,0,0,1,1,1,29,0,14,29,56,24,17.714285714285715,3,15,25,39,12,24.75,12,13.9,-0.3,0.79,8,34,14,11,13,64,3,1
2857,3,157,10,54,1,14,16,1,6,103,87,0,0,0,1,1,1,30,0,16,30,48,25,18.285714285714285,3,20,28,41,16,25.375,12,12.4,0.5,1.79,0,33,33,34,9,76,3,1
2858,3,116,10,52,1,1,16,183,168,103,45,1,0,0,1,1,0,36,0,21,36,60,26,17.625,3,20,29,48,14,24.0,12,15.5,2.8,-4.06,5,51,37,16,29,46,1,2
2859,8,151,19,67,5,6,18,5,69,15,26,7,7,5,3,8,3,36,4,17,35,41,22,11.0,9,17,25,38,11,13.0,21,13.8,3.4,10.74,6,82,18,20,25,56,6,0
2860,11,10,14,128,1,1,20,273,173,21,52,0,7,6,8,4,3,27,8,23,30,51,33,24.694285714285712,4,23,35,44,17,28.355555555555554,13,13.1,1.6,2.02,5,66,11,34,22,77,14,1
2861,3,6,12,17,1,1,16,12,60,7,13,1,0,0,1,1,0,27,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,12.7,3.7,-1.7,2,1,9,36,29,40,5,1
2862,4,116,10,121,1,1,16,1,168,103,87,0,0,0,1,1,1,42,0,14,31,49,25,19.84285714285714,3,15,27,39,15,26.84285714285714,12,12.7,3.7,-1.7,0,87,4,24,59,52,1,1
2863,3,6,10,148,1,1,16,62,6,103,87,1,0,0,1,0,1,26,0,14,29,49,23,19.5,3,15,25,37,14,27.5,12,12.4,0.5,1.79,6,67,0,39,3,47,1,1
2864,3,6,10,121,1,1,16,21,66,11,13,0,0,0,1,0,0,26,0,14,31,49,25,21.7,3,15,27,39,15,28.7,12,12.7,3.7,-1.7,2,17,43,25,49,26,0,1
2865,3,6,10,100,1,1,16,12,69,11,17,0,0,0,1,1,0,30,0,14,29,51,23,17.4,3,15,25,39,13,24.0,12,10.8,1.4,1.74,8,88,43,35,9,12,0,1
2866,10,92,12,165,2,5,20,187,278,103,89,7,3,7,4,6,6,37,8,17,33,50,30,26.0,5,15,34,47,20,27.2,12,16.8,5.4,5.74,7,65,9,18,59,22,5,0
